id,drug_name,generic_name,drug_strength,dosage_type,clinic
5433,Aspirin,Amoxicillin,5ml,Capsule,2461
5434,Paracetamol,Amoxicillin,250mg,Injection,8330
5435,Cetirizine,Aspirin,5ml,Syrup,13268
5436,Ibuprofen,Aspirin,250mg,Capsule,6271
5437,Metformin,Cetirizine,250mg,Syrup,16737
5438,Metformin,Aspirin,650mg,Tablet,3797
5439,Cetirizine,Cetirizine,250mg,Syrup,12760
5440,Metformin,Ibuprofen,250mg,Tablet,6775
5441,Paracetamol,Amoxicillin,5ml,Injection,62
5442,Metformin,Aspirin,500mg,Syrup,4016
5443,Metformin,Cetirizine,500mg,Syrup,6047
5444,Metformin,Aspirin,650mg,Tablet,1643
5445,Ibuprofen,Ibuprofen,5ml,Injection,10620
5446,Aspirin,Cetirizine,650mg,Injection,11391
5447,Metformin,Paracetamol,250mg,Tablet,8122
5448,Ibuprofen,Paracetamol,5ml,Injection,19796
5449,Metformin,Aspirin,650mg,Tablet,9097
5450,Cetirizine,Metformin,500mg,Tablet,5541
5451,Metformin,Aspirin,250mg,Injection,17017
5452,Ibuprofen,Metformin,250mg,Syrup,14207
5453,Paracetamol,Aspirin,5ml,Tablet,4560
5454,Aspirin,Metformin,500mg,Injection,429
5455,Cetirizine,Paracetamol,5ml,Tablet,5474
5456,Cetirizine,Ibuprofen,500mg,Syrup,11895
5457,Ibuprofen,Aspirin,5ml,Syrup,9636
5458,Aspirin,Cetirizine,650mg,Injection,16541
5459,Paracetamol,Paracetamol,500mg,Injection,1508
5460,Cetirizine,Paracetamol,5ml,Injection,16659
5461,Cetirizine,Amoxicillin,500mg,Capsule,11025
5462,Metformin,Aspirin,5ml,Capsule,10012
5463,Metformin,Paracetamol,500mg,Tablet,3034
5464,Paracetamol,Metformin,650mg,Syrup,9870
5465,Cetirizine,Aspirin,650mg,Tablet,4399
5466,Paracetamol,Ibuprofen,650mg,Syrup,1265
5467,Aspirin,Amoxicillin,500mg,Tablet,12156
5468,Metformin,Cetirizine,650mg,Syrup,16015
5469,Ibuprofen,Aspirin,500mg,Syrup,16809
5470,Aspirin,Amoxicillin,500mg,Tablet,17137
5471,Amoxicillin,Paracetamol,500mg,Syrup,2798
5472,Paracetamol,Cetirizine,500mg,Tablet,13042
5473,Cetirizine,Aspirin,500mg,Capsule,9738
5474,Cetirizine,Ibuprofen,250mg,Tablet,5961
5475,Paracetamol,Ibuprofen,250mg,Tablet,1818
5476,Amoxicillin,Aspirin,250mg,Syrup,18155
5477,Aspirin,Amoxicillin,5ml,Injection,390
5478,Cetirizine,Cetirizine,5ml,Tablet,18414
5479,Metformin,Aspirin,250mg,Capsule,7110
5480,Paracetamol,Paracetamol,650mg,Injection,15233
5481,Ibuprofen,Metformin,5ml,Syrup,13107
5482,Cetirizine,Cetirizine,500mg,Tablet,3633
5483,Metformin,Ibuprofen,650mg,Capsule,19241
5484,Paracetamol,Paracetamol,250mg,Tablet,14726
5485,Cetirizine,Amoxicillin,250mg,Tablet,15756
5486,Metformin,Metformin,500mg,Syrup,13137
5487,Ibuprofen,Paracetamol,650mg,Capsule,2129
5488,Ibuprofen,Aspirin,650mg,Injection,5163
5489,Metformin,Aspirin,250mg,Injection,12117
5490,Aspirin,Aspirin,500mg,Tablet,6148
5491,Cetirizine,Paracetamol,5ml,Capsule,9913
5492,Aspirin,Ibuprofen,250mg,Syrup,5272
5493,Cetirizine,Ibuprofen,250mg,Injection,7127
5494,Aspirin,Paracetamol,5ml,Capsule,14142
5495,Metformin,Paracetamol,500mg,Syrup,3849
5496,Cetirizine,Ibuprofen,500mg,Tablet,15790
5497,Ibuprofen,Cetirizine,250mg,Capsule,1939
5498,Amoxicillin,Cetirizine,5ml,Tablet,7832
5499,Paracetamol,Metformin,250mg,Tablet,3492
5500,Cetirizine,Ibuprofen,250mg,Capsule,10170
5501,Ibuprofen,Paracetamol,500mg,Tablet,10185
5502,Metformin,Ibuprofen,650mg,Capsule,15127
5503,Amoxicillin,Aspirin,500mg,Injection,8224
5504,Cetirizine,Metformin,500mg,Tablet,19542
5505,Amoxicillin,Metformin,650mg,Capsule,9736
5506,Cetirizine,Amoxicillin,500mg,Syrup,7560
5507,Paracetamol,Aspirin,250mg,Tablet,11607
5508,Metformin,Ibuprofen,250mg,Tablet,7827
5509,Metformin,Metformin,5ml,Syrup,13537
5510,Metformin,Amoxicillin,250mg,Capsule,16116
5511,Paracetamol,Aspirin,250mg,Capsule,19158
5512,Paracetamol,Aspirin,650mg,Syrup,19226
5513,Paracetamol,Aspirin,500mg,Injection,12151
5514,Paracetamol,Cetirizine,650mg,Syrup,8002
5515,Metformin,Aspirin,5ml,Tablet,859
5516,Aspirin,Paracetamol,650mg,Syrup,7327
5517,Ibuprofen,Ibuprofen,250mg,Capsule,14842
5518,Metformin,Cetirizine,250mg,Capsule,481
5519,Amoxicillin,Cetirizine,5ml,Syrup,3822
5520,Metformin,Amoxicillin,500mg,Syrup,14565
5521,Metformin,Amoxicillin,650mg,Injection,18451
5522,Metformin,Paracetamol,250mg,Injection,16837
5523,Metformin,Aspirin,250mg,Capsule,16898
5524,Ibuprofen,Metformin,650mg,Syrup,12879
5525,Paracetamol,Paracetamol,250mg,Syrup,10438
5526,Aspirin,Ibuprofen,500mg,Injection,10822
5527,Amoxicillin,Ibuprofen,5ml,Syrup,2680
5528,Ibuprofen,Amoxicillin,250mg,Capsule,13085
5529,Metformin,Aspirin,5ml,Tablet,6425
5530,Cetirizine,Aspirin,5ml,Syrup,3826
5531,Ibuprofen,Paracetamol,5ml,Injection,17664
5532,Cetirizine,Aspirin,500mg,Capsule,19011
5533,Amoxicillin,Paracetamol,650mg,Syrup,17524
5534,Amoxicillin,Aspirin,250mg,Syrup,19771
5535,Amoxicillin,Amoxicillin,650mg,Syrup,15466
5536,Metformin,Amoxicillin,500mg,Tablet,7676
5537,Amoxicillin,Ibuprofen,5ml,Tablet,16573
5538,Cetirizine,Amoxicillin,650mg,Capsule,6459
5539,Metformin,Amoxicillin,250mg,Syrup,2466
5540,Aspirin,Aspirin,250mg,Tablet,3164
5541,Amoxicillin,Amoxicillin,5ml,Capsule,11044
5542,Paracetamol,Cetirizine,500mg,Capsule,9054
5543,Ibuprofen,Cetirizine,250mg,Injection,6571
5544,Amoxicillin,Aspirin,650mg,Tablet,16717
5545,Ibuprofen,Ibuprofen,650mg,Syrup,7834
5546,Ibuprofen,Paracetamol,5ml,Tablet,17120
5547,Aspirin,Amoxicillin,650mg,Tablet,2589
5548,Paracetamol,Cetirizine,250mg,Tablet,5080
5549,Aspirin,Metformin,250mg,Tablet,8949
5550,Amoxicillin,Metformin,250mg,Tablet,14027
5551,Cetirizine,Aspirin,500mg,Injection,16453
5552,Ibuprofen,Cetirizine,500mg,Injection,16595
5553,Amoxicillin,Ibuprofen,5ml,Syrup,9105
5554,Amoxicillin,Cetirizine,500mg,Syrup,6738
5555,Paracetamol,Aspirin,650mg,Syrup,16966
5556,Amoxicillin,Paracetamol,5ml,Syrup,2755
5557,Cetirizine,Cetirizine,250mg,Capsule,17620
5558,Amoxicillin,Amoxicillin,250mg,Injection,15762
5559,Cetirizine,Cetirizine,650mg,Injection,16282
5560,Ibuprofen,Paracetamol,5ml,Syrup,5648
5561,Paracetamol,Paracetamol,250mg,Tablet,19964
5562,Amoxicillin,Amoxicillin,650mg,Injection,13803
5563,Amoxicillin,Paracetamol,500mg,Capsule,4467
5564,Amoxicillin,Paracetamol,5ml,Syrup,1643
5565,Amoxicillin,Ibuprofen,650mg,Tablet,18681
5566,Amoxicillin,Ibuprofen,650mg,Tablet,12981
5567,Paracetamol,Paracetamol,250mg,Injection,18920
5568,Ibuprofen,Aspirin,500mg,Tablet,6281
5569,Amoxicillin,Amoxicillin,650mg,Injection,6581
5570,Metformin,Cetirizine,250mg,Injection,1029
5571,Paracetamol,Metformin,5ml,Injection,3476
5572,Cetirizine,Paracetamol,650mg,Capsule,12477
5573,Ibuprofen,Cetirizine,250mg,Tablet,3605
5574,Ibuprofen,Metformin,500mg,Injection,12936
5575,Cetirizine,Metformin,5ml,Capsule,6180
5576,Paracetamol,Cetirizine,650mg,Capsule,19317
5577,Ibuprofen,Ibuprofen,650mg,Capsule,9761
5578,Amoxicillin,Paracetamol,500mg,Tablet,3456
5579,Metformin,Metformin,5ml,Injection,4778
5580,Ibuprofen,Paracetamol,5ml,Capsule,11419
5581,Cetirizine,Metformin,250mg,Tablet,13961
5582,Amoxicillin,Cetirizine,5ml,Capsule,6428
5583,Paracetamol,Metformin,5ml,Syrup,19659
5584,Metformin,Ibuprofen,500mg,Syrup,3180
5585,Cetirizine,Aspirin,5ml,Tablet,6995
5586,Aspirin,Amoxicillin,500mg,Injection,19295
5587,Aspirin,Cetirizine,650mg,Capsule,49
5588,Paracetamol,Cetirizine,250mg,Injection,18611
5589,Paracetamol,Amoxicillin,650mg,Capsule,1623
5590,Metformin,Amoxicillin,5ml,Tablet,2165
5591,Metformin,Aspirin,500mg,Injection,12024
5592,Paracetamol,Amoxicillin,650mg,Tablet,64
5593,Cetirizine,Amoxicillin,500mg,Syrup,1173
5594,Aspirin,Ibuprofen,250mg,Injection,6105
5595,Ibuprofen,Amoxicillin,250mg,Tablet,2562
5596,Amoxicillin,Paracetamol,250mg,Syrup,13562
5597,Paracetamol,Ibuprofen,500mg,Injection,6673
5598,Cetirizine,Aspirin,250mg,Syrup,3769
5599,Metformin,Amoxicillin,650mg,Capsule,4882
5600,Ibuprofen,Amoxicillin,5ml,Injection,15840
5601,Ibuprofen,Paracetamol,650mg,Tablet,2565
5602,Cetirizine,Metformin,650mg,Tablet,2780
5603,Paracetamol,Metformin,500mg,Capsule,9074
5604,Cetirizine,Cetirizine,250mg,Tablet,12408
5605,Cetirizine,Amoxicillin,5ml,Syrup,13064
5606,Ibuprofen,Amoxicillin,650mg,Syrup,14940
5607,Paracetamol,Cetirizine,5ml,Tablet,15372
5608,Ibuprofen,Aspirin,5ml,Capsule,13688
5609,Paracetamol,Metformin,650mg,Tablet,4773
5610,Metformin,Cetirizine,650mg,Tablet,19163
5611,Ibuprofen,Cetirizine,5ml,Capsule,8831
5612,Ibuprofen,Aspirin,250mg,Capsule,18503
5613,Paracetamol,Paracetamol,650mg,Injection,17366
5614,Amoxicillin,Aspirin,500mg,Tablet,5927
5615,Cetirizine,Ibuprofen,5ml,Capsule,16390
5616,Aspirin,Amoxicillin,250mg,Injection,15063
5617,Amoxicillin,Cetirizine,5ml,Syrup,11749
5618,Paracetamol,Metformin,650mg,Injection,2472
5619,Aspirin,Aspirin,5ml,Tablet,5440
5620,Ibuprofen,Metformin,650mg,Tablet,2255
5621,Cetirizine,Aspirin,250mg,Injection,5750
5622,Paracetamol,Cetirizine,5ml,Capsule,2151
5623,Amoxicillin,Ibuprofen,500mg,Syrup,1902
5624,Paracetamol,Cetirizine,500mg,Injection,5655
5625,Ibuprofen,Paracetamol,650mg,Tablet,6524
5626,Paracetamol,Metformin,5ml,Injection,6008
5627,Metformin,Paracetamol,5ml,Injection,9238
5628,Cetirizine,Paracetamol,5ml,Syrup,16464
5629,Ibuprofen,Amoxicillin,250mg,Syrup,4859
5630,Aspirin,Aspirin,650mg,Tablet,8052
5631,Ibuprofen,Metformin,650mg,Syrup,5331
5632,Paracetamol,Aspirin,5ml,Syrup,1836
5633,Paracetamol,Ibuprofen,500mg,Injection,14863
5634,Cetirizine,Paracetamol,250mg,Tablet,14241
5635,Paracetamol,Metformin,650mg,Capsule,17845
5636,Amoxicillin,Metformin,650mg,Tablet,17694
5637,Cetirizine,Ibuprofen,250mg,Syrup,5842
5638,Paracetamol,Amoxicillin,250mg,Tablet,19488
5639,Amoxicillin,Aspirin,650mg,Tablet,4137
5640,Aspirin,Amoxicillin,650mg,Injection,4573
5641,Amoxicillin,Aspirin,500mg,Injection,24
5642,Cetirizine,Aspirin,5ml,Tablet,16130
5643,Aspirin,Cetirizine,250mg,Tablet,17382
5644,Metformin,Metformin,650mg,Capsule,17234
5645,Cetirizine,Ibuprofen,250mg,Syrup,19373
5646,Aspirin,Aspirin,650mg,Capsule,1443
5647,Ibuprofen,Aspirin,5ml,Tablet,7088
5648,Amoxicillin,Metformin,650mg,Syrup,10541
5649,Ibuprofen,Ibuprofen,5ml,Tablet,7516
5650,Cetirizine,Aspirin,5ml,Capsule,1764
5651,Metformin,Cetirizine,500mg,Tablet,19118
5652,Amoxicillin,Paracetamol,500mg,Capsule,9185
5653,Aspirin,Ibuprofen,250mg,Capsule,7783
5654,Ibuprofen,Ibuprofen,650mg,Capsule,10340
5655,Ibuprofen,Paracetamol,500mg,Capsule,12825
5656,Amoxicillin,Aspirin,500mg,Tablet,3956
5657,Aspirin,Amoxicillin,500mg,Capsule,6497
5658,Ibuprofen,Metformin,650mg,Tablet,12601
5659,Metformin,Metformin,500mg,Injection,2995
5660,Amoxicillin,Amoxicillin,250mg,Tablet,18007
5661,Amoxicillin,Amoxicillin,500mg,Capsule,11353
5662,Amoxicillin,Amoxicillin,650mg,Capsule,17650
5663,Paracetamol,Metformin,500mg,Tablet,15005
5664,Aspirin,Metformin,500mg,Syrup,9116
5665,Amoxicillin,Aspirin,650mg,Injection,8387
5666,Cetirizine,Metformin,250mg,Injection,14734
5667,Amoxicillin,Metformin,500mg,Syrup,2895
5668,Paracetamol,Paracetamol,5ml,Syrup,4000
5669,Amoxicillin,Paracetamol,650mg,Capsule,435
5670,Metformin,Cetirizine,650mg,Capsule,547
5671,Cetirizine,Paracetamol,500mg,Tablet,11412
5672,Cetirizine,Paracetamol,650mg,Capsule,17618
5673,Metformin,Cetirizine,500mg,Injection,3888
5674,Cetirizine,Metformin,650mg,Tablet,17624
5675,Ibuprofen,Ibuprofen,250mg,Syrup,10438
5676,Metformin,Metformin,250mg,Capsule,9488
5677,Metformin,Paracetamol,500mg,Injection,5885
5678,Aspirin,Metformin,250mg,Syrup,17178
5679,Paracetamol,Cetirizine,250mg,Syrup,17761
5680,Amoxicillin,Amoxicillin,650mg,Capsule,15260
5681,Amoxicillin,Cetirizine,5ml,Injection,9061
5682,Cetirizine,Cetirizine,650mg,Injection,7394
5683,Aspirin,Paracetamol,650mg,Injection,13272
5684,Amoxicillin,Amoxicillin,650mg,Tablet,5161
5685,Metformin,Cetirizine,250mg,Injection,10378
5686,Paracetamol,Amoxicillin,5ml,Tablet,18853
5687,Metformin,Ibuprofen,250mg,Injection,4783
5688,Aspirin,Paracetamol,500mg,Tablet,856
5689,Amoxicillin,Amoxicillin,650mg,Capsule,18960
5690,Amoxicillin,Ibuprofen,500mg,Tablet,17351
5691,Metformin,Ibuprofen,500mg,Syrup,17969
5692,Metformin,Paracetamol,5ml,Syrup,3230
5693,Cetirizine,Ibuprofen,5ml,Injection,4661
5694,Cetirizine,Metformin,250mg,Syrup,19276
5695,Amoxicillin,Paracetamol,500mg,Tablet,15564
5696,Paracetamol,Paracetamol,500mg,Capsule,10427
5697,Cetirizine,Paracetamol,500mg,Syrup,16009
5698,Ibuprofen,Aspirin,500mg,Syrup,10671
5699,Ibuprofen,Cetirizine,500mg,Capsule,11207
5700,Metformin,Ibuprofen,250mg,Tablet,2165
5701,Aspirin,Ibuprofen,650mg,Tablet,11995
5702,Aspirin,Paracetamol,250mg,Injection,16810
5703,Cetirizine,Ibuprofen,650mg,Injection,12127
5704,Cetirizine,Aspirin,500mg,Tablet,8528
5705,Ibuprofen,Aspirin,500mg,Syrup,13704
5706,Cetirizine,Aspirin,5ml,Tablet,10182
5707,Metformin,Aspirin,250mg,Syrup,1099
5708,Aspirin,Paracetamol,5ml,Injection,9268
5709,Paracetamol,Amoxicillin,650mg,Tablet,13608
5710,Paracetamol,Aspirin,500mg,Injection,1251
5711,Metformin,Paracetamol,500mg,Tablet,16548
5712,Amoxicillin,Paracetamol,250mg,Injection,2387
5713,Paracetamol,Metformin,250mg,Tablet,1485
5714,Metformin,Cetirizine,500mg,Injection,15938
5715,Ibuprofen,Metformin,500mg,Tablet,5274
5716,Amoxicillin,Metformin,250mg,Syrup,1326
5717,Metformin,Paracetamol,250mg,Tablet,15637
5718,Aspirin,Paracetamol,250mg,Tablet,8613
5719,Paracetamol,Ibuprofen,250mg,Tablet,19316
5720,Paracetamol,Cetirizine,5ml,Injection,12263
5721,Paracetamol,Metformin,5ml,Injection,14422
5722,Paracetamol,Ibuprofen,650mg,Tablet,3265
5723,Paracetamol,Cetirizine,250mg,Capsule,10603
5724,Amoxicillin,Paracetamol,500mg,Tablet,12004
5725,Aspirin,Amoxicillin,5ml,Capsule,13235
5726,Cetirizine,Aspirin,650mg,Injection,6561
5727,Ibuprofen,Paracetamol,650mg,Syrup,9292
5728,Cetirizine,Metformin,650mg,Syrup,2989
5729,Amoxicillin,Metformin,250mg,Syrup,12464
5730,Ibuprofen,Amoxicillin,5ml,Tablet,9587
5731,Paracetamol,Ibuprofen,5ml,Capsule,10209
5732,Aspirin,Paracetamol,250mg,Syrup,16912
5733,Metformin,Amoxicillin,5ml,Syrup,15832
5734,Paracetamol,Cetirizine,250mg,Tablet,13945
5735,Metformin,Metformin,500mg,Syrup,6453
5736,Ibuprofen,Ibuprofen,250mg,Syrup,5788
5737,Amoxicillin,Amoxicillin,500mg,Syrup,10252
5738,Paracetamol,Metformin,500mg,Injection,4596
5739,Ibuprofen,Cetirizine,5ml,Tablet,9980
5740,Cetirizine,Aspirin,250mg,Syrup,9865
5741,Aspirin,Aspirin,650mg,Injection,6447
5742,Paracetamol,Metformin,500mg,Capsule,3218
5743,Ibuprofen,Metformin,500mg,Capsule,18305
5744,Paracetamol,Metformin,500mg,Injection,1467
5745,Ibuprofen,Cetirizine,650mg,Injection,9448
5746,Metformin,Cetirizine,500mg,Capsule,4052
5747,Metformin,Cetirizine,250mg,Syrup,11194
5748,Ibuprofen,Metformin,650mg,Capsule,13741
5749,Amoxicillin,Amoxicillin,500mg,Tablet,15343
5750,Ibuprofen,Paracetamol,500mg,Capsule,10471
5751,Amoxicillin,Cetirizine,650mg,Capsule,3619
5752,Aspirin,Cetirizine,5ml,Capsule,5990
5753,Paracetamol,Aspirin,650mg,Syrup,15325
5754,Ibuprofen,Ibuprofen,650mg,Injection,3958
5755,Amoxicillin,Ibuprofen,250mg,Tablet,8425
5756,Ibuprofen,Metformin,5ml,Tablet,6940
5757,Paracetamol,Cetirizine,650mg,Injection,17100
5758,Metformin,Aspirin,500mg,Syrup,16394
5759,Metformin,Metformin,650mg,Capsule,9248
5760,Paracetamol,Ibuprofen,650mg,Capsule,120
5761,Paracetamol,Aspirin,250mg,Injection,8830
5762,Metformin,Metformin,250mg,Injection,14555
5763,Amoxicillin,Ibuprofen,500mg,Capsule,17132
5764,Cetirizine,Ibuprofen,250mg,Injection,10126
5765,Amoxicillin,Aspirin,650mg,Tablet,279
5766,Metformin,Ibuprofen,500mg,Syrup,12050
5767,Metformin,Amoxicillin,500mg,Syrup,11034
5768,Ibuprofen,Metformin,650mg,Syrup,18576
5769,Aspirin,Cetirizine,5ml,Capsule,4695
5770,Amoxicillin,Paracetamol,250mg,Syrup,19706
5771,Aspirin,Cetirizine,500mg,Syrup,6852
5772,Aspirin,Amoxicillin,650mg,Injection,19872
5773,Amoxicillin,Aspirin,650mg,Tablet,9919
5774,Ibuprofen,Paracetamol,5ml,Capsule,18114
5775,Ibuprofen,Ibuprofen,5ml,Injection,15675
5776,Ibuprofen,Cetirizine,650mg,Injection,17619
5777,Paracetamol,Cetirizine,500mg,Syrup,2501
5778,Paracetamol,Amoxicillin,250mg,Syrup,1522
5779,Paracetamol,Metformin,650mg,Capsule,17398
5780,Cetirizine,Ibuprofen,5ml,Injection,10117
5781,Ibuprofen,Ibuprofen,650mg,Capsule,16385
5782,Aspirin,Amoxicillin,5ml,Injection,4436
5783,Paracetamol,Aspirin,500mg,Capsule,1793
5784,Amoxicillin,Amoxicillin,250mg,Capsule,14949
5785,Ibuprofen,Paracetamol,250mg,Injection,13720
5786,Metformin,Amoxicillin,5ml,Capsule,2072
5787,Amoxicillin,Metformin,650mg,Injection,2117
5788,Metformin,Aspirin,650mg,Syrup,2811
5789,Aspirin,Ibuprofen,250mg,Syrup,9857
5790,Amoxicillin,Ibuprofen,250mg,Capsule,2988
5791,Amoxicillin,Metformin,250mg,Syrup,11645
5792,Metformin,Amoxicillin,500mg,Tablet,2001
5793,Aspirin,Amoxicillin,250mg,Syrup,8906
5794,Ibuprofen,Paracetamol,250mg,Injection,15976
5795,Metformin,Paracetamol,500mg,Syrup,10109
5796,Paracetamol,Amoxicillin,250mg,Injection,13818
5797,Amoxicillin,Amoxicillin,5ml,Injection,16115
5798,Cetirizine,Paracetamol,650mg,Syrup,4067
5799,Paracetamol,Metformin,500mg,Tablet,16861
5800,Aspirin,Paracetamol,500mg,Syrup,14493
5801,Aspirin,Metformin,650mg,Syrup,4565
5802,Paracetamol,Amoxicillin,250mg,Injection,13777
5803,Cetirizine,Aspirin,500mg,Capsule,2066
5804,Metformin,Amoxicillin,650mg,Capsule,15248
5805,Aspirin,Amoxicillin,5ml,Tablet,331
5806,Metformin,Amoxicillin,250mg,Injection,18826
5807,Cetirizine,Aspirin,500mg,Injection,3517
5808,Cetirizine,Ibuprofen,250mg,Tablet,5553
5809,Amoxicillin,Paracetamol,250mg,Syrup,826
5810,Ibuprofen,Metformin,5ml,Capsule,15115
5811,Aspirin,Aspirin,5ml,Syrup,11277
5812,Aspirin,Paracetamol,500mg,Syrup,14250
5813,Aspirin,Paracetamol,250mg,Injection,18293
5814,Cetirizine,Aspirin,5ml,Capsule,1912
5815,Metformin,Metformin,500mg,Syrup,795
5816,Paracetamol,Metformin,250mg,Injection,5917
5817,Aspirin,Cetirizine,250mg,Tablet,2476
5818,Aspirin,Cetirizine,5ml,Syrup,1744
5819,Amoxicillin,Ibuprofen,250mg,Capsule,1314
5820,Ibuprofen,Cetirizine,500mg,Syrup,15242
5821,Aspirin,Aspirin,250mg,Tablet,1349
5822,Cetirizine,Metformin,250mg,Capsule,15566
5823,Cetirizine,Aspirin,5ml,Capsule,6230
5824,Paracetamol,Paracetamol,500mg,Tablet,1449
5825,Cetirizine,Amoxicillin,250mg,Capsule,1537
5826,Cetirizine,Amoxicillin,650mg,Capsule,16720
5827,Metformin,Aspirin,250mg,Injection,14415
5828,Aspirin,Amoxicillin,250mg,Tablet,10147
5829,Metformin,Paracetamol,5ml,Capsule,12453
5830,Aspirin,Ibuprofen,650mg,Injection,19839
5831,Paracetamol,Amoxicillin,5ml,Syrup,6749
5832,Ibuprofen,Metformin,500mg,Syrup,7871
5833,Amoxicillin,Aspirin,650mg,Capsule,16816
5834,Cetirizine,Amoxicillin,5ml,Capsule,5902
5835,Amoxicillin,Ibuprofen,250mg,Syrup,13457
5836,Ibuprofen,Ibuprofen,5ml,Injection,10591
5837,Cetirizine,Paracetamol,250mg,Capsule,11111
5838,Aspirin,Amoxicillin,250mg,Capsule,2760
5839,Metformin,Paracetamol,650mg,Tablet,10453
5840,Paracetamol,Cetirizine,650mg,Tablet,5025
5841,Amoxicillin,Metformin,500mg,Injection,4732
5842,Metformin,Amoxicillin,650mg,Injection,1235
5843,Ibuprofen,Metformin,650mg,Tablet,18062
5844,Amoxicillin,Ibuprofen,5ml,Tablet,12229
5845,Amoxicillin,Amoxicillin,500mg,Syrup,2239
5846,Ibuprofen,Metformin,250mg,Tablet,15079
5847,Ibuprofen,Metformin,5ml,Injection,1394
5848,Aspirin,Cetirizine,500mg,Injection,11186
5849,Metformin,Amoxicillin,250mg,Syrup,7909
5850,Cetirizine,Amoxicillin,250mg,Capsule,19344
5851,Metformin,Ibuprofen,5ml,Injection,10540
5852,Aspirin,Metformin,5ml,Syrup,17461
5853,Paracetamol,Cetirizine,5ml,Capsule,10114
5854,Ibuprofen,Cetirizine,650mg,Syrup,19090
5855,Paracetamol,Metformin,500mg,Capsule,11156
5856,Aspirin,Paracetamol,5ml,Syrup,18857
5857,Metformin,Amoxicillin,250mg,Injection,12720
5858,Cetirizine,Cetirizine,650mg,Tablet,2545
5859,Metformin,Ibuprofen,5ml,Capsule,10777
5860,Paracetamol,Amoxicillin,250mg,Tablet,14327
5861,Amoxicillin,Ibuprofen,250mg,Injection,5271
5862,Amoxicillin,Amoxicillin,250mg,Syrup,5766
5863,Aspirin,Aspirin,250mg,Capsule,5397
5864,Amoxicillin,Cetirizine,5ml,Capsule,5792
5865,Paracetamol,Amoxicillin,250mg,Tablet,16151
5866,Cetirizine,Metformin,500mg,Capsule,9373
5867,Cetirizine,Aspirin,500mg,Injection,9992
5868,Cetirizine,Cetirizine,5ml,Syrup,19853
5869,Cetirizine,Amoxicillin,250mg,Injection,4545
5870,Ibuprofen,Ibuprofen,650mg,Tablet,829
5871,Amoxicillin,Aspirin,500mg,Injection,10441
5872,Amoxicillin,Paracetamol,650mg,Capsule,6510
5873,Aspirin,Ibuprofen,650mg,Capsule,9769
5874,Aspirin,Metformin,500mg,Tablet,19352
5875,Metformin,Metformin,5ml,Capsule,621
5876,Ibuprofen,Amoxicillin,500mg,Tablet,14488
5877,Paracetamol,Aspirin,650mg,Capsule,16509
5878,Metformin,Ibuprofen,650mg,Injection,3721
5879,Metformin,Aspirin,5ml,Injection,18890
5880,Ibuprofen,Amoxicillin,5ml,Tablet,19895
5881,Cetirizine,Amoxicillin,250mg,Tablet,2211
5882,Amoxicillin,Metformin,500mg,Injection,16730
5883,Cetirizine,Amoxicillin,250mg,Syrup,8866
5884,Aspirin,Metformin,650mg,Syrup,13052
5885,Cetirizine,Ibuprofen,650mg,Tablet,13944
5886,Paracetamol,Metformin,5ml,Injection,8743
5887,Amoxicillin,Amoxicillin,5ml,Syrup,6420
5888,Metformin,Amoxicillin,650mg,Tablet,5708
5889,Aspirin,Metformin,250mg,Syrup,3357
5890,Paracetamol,Aspirin,500mg,Syrup,18729
5891,Metformin,Amoxicillin,650mg,Capsule,111
5892,Ibuprofen,Paracetamol,5ml,Tablet,1577
5893,Cetirizine,Metformin,500mg,Injection,8219
5894,Amoxicillin,Metformin,5ml,Capsule,19015
5895,Ibuprofen,Aspirin,5ml,Syrup,16157
5896,Ibuprofen,Aspirin,650mg,Injection,8248
5897,Aspirin,Cetirizine,250mg,Capsule,4210
5898,Cetirizine,Metformin,500mg,Syrup,708
5899,Amoxicillin,Metformin,650mg,Injection,2846
5900,Aspirin,Cetirizine,650mg,Syrup,11077
5901,Ibuprofen,Amoxicillin,250mg,Injection,11068
5902,Metformin,Paracetamol,250mg,Syrup,153
5903,Aspirin,Metformin,250mg,Capsule,19270
5904,Paracetamol,Aspirin,650mg,Tablet,2103
5905,Paracetamol,Aspirin,500mg,Injection,2714
5906,Aspirin,Ibuprofen,500mg,Injection,13891
5907,Cetirizine,Amoxicillin,500mg,Tablet,17536
5908,Aspirin,Ibuprofen,650mg,Capsule,19704
5909,Paracetamol,Aspirin,5ml,Syrup,10882
5910,Cetirizine,Aspirin,500mg,Tablet,7001
5911,Ibuprofen,Aspirin,650mg,Syrup,573
5912,Cetirizine,Amoxicillin,650mg,Syrup,5283
5913,Amoxicillin,Metformin,250mg,Tablet,13062
5914,Cetirizine,Metformin,650mg,Tablet,9284
5915,Cetirizine,Paracetamol,500mg,Injection,18507
5916,Paracetamol,Amoxicillin,650mg,Capsule,12660
5917,Metformin,Aspirin,500mg,Capsule,5121
5918,Aspirin,Metformin,650mg,Tablet,19525
5919,Paracetamol,Paracetamol,5ml,Tablet,14748
5920,Ibuprofen,Amoxicillin,500mg,Injection,5377
5921,Aspirin,Metformin,250mg,Capsule,9335
5922,Cetirizine,Aspirin,650mg,Injection,15725
5923,Ibuprofen,Ibuprofen,650mg,Capsule,9809
5924,Amoxicillin,Metformin,650mg,Capsule,2492
5925,Paracetamol,Cetirizine,650mg,Injection,9331
