id,clinic_name,clinic_address_1
1836,"Bailey Ltd Clinic","No.14/1, 29, Periyar New Street, Nanjikottai Road, Kumbakonam, Thanjavur, Tamil Nadu - 613007. Ph: 04362-5461789"
1837,"Ortiz-Williams Clinic","No.845/B, 23, Ambedkar 3rd Street, Muniaandi Street, Mandapam, Ramanathapuram, Tamil Nadu - 623587. Ph: 04567-3120612"
1838,"Haynes Inc Clinic","No.539/1, 27, Subash Periyar Street, Mettu Street, Ariyamangalam, Tiruchirappalli, Tamil Nadu - 620017. Ph: 0431-4417261"
1839,"Benton Inc Clinic","No.210/B, 44, Indira 2nd Street, Bypass Road, Pennagaram, Dharmapuri, Tamil Nadu - 636749. Ph: 04342-5397212"
1840,"Lopez PLC Clinic","No.422/B, 6, Ambedkar Tank Street, Market Street, Sholinghur, Ranipet, Tamil Nadu - 632506. Ph: 04172-3777485"
1841,"Smith-Morgan Clinic","No.357/1, 12, Nehru Main Road, VOC Road, Tiruchendur, Thoothukudi, Tamil Nadu - 628172. Ph: 0461-9858618"
1842,"Cunningham Group Clinic","No.110/1, 40, Nehru Ambedkar Road, Tirunelveli Road, Sankarankovil, Tenkasi, Tamil Nadu - 627841. Ph: 04633-7236991"
1843,"Alvarez-Greene Clinic","No.342/2, 21, Perumal East Street, DB Road, RS Puram, Coimbatore, Tamil Nadu - 641024. Ph: 0422-4392227"
1844,"Roberts, Henry and Burns Clinic","No.152/B, 47, Nehru Bazaar Street, Poonamallee High Road, Nungambakkam, Chennai, Tamil Nadu - 600084. Ph: 044-2329608"
1845,"Burgess-Duarte Clinic","No.913/A, 2, Patel Main Road, Trichy Road, Karur, Karur, Tamil Nadu - 639122. Ph: 04324-9710065"
1846,"Gallegos-Bailey Clinic","No.479/A, 23, Ambedkar Tank Street, Cumbum Road, Andipatti, Theni, Tamil Nadu - 625556. Ph: 04546-4227509"
1847,"Hunt-Rodriguez Clinic","No.93/B, 5, Periyar Hospital Road, Cross Cut Road, Kinathukadavu, Coimbatore, Tamil Nadu - 641003. Ph: 0422-7887177"
1848,"Calhoun Group Clinic","No.557, 27, Indira South Street, Old Trunk Road, Uthukuli, Tiruppur, Tamil Nadu - 641642. Ph: 0421-5528599"
1849,"Hunter-Williams Clinic","No.771/2, 1, Vinayagar 1st Street, Gandhi Street, Virudhunagar, Virudhunagar, Tamil Nadu - 626077. Ph: 04562-6581733"
1850,"Kelly LLC Clinic","No.299/1, 10, Nehru Anna Street, Maruthamalai Road, Gandhipuram, Coimbatore, Tamil Nadu - 641041. Ph: 0422-7456468"
1851,"Hickman-Flores Clinic","No.495/2, 48, Perumal Old Street, Anna Salai, Porur, Chennai, Tamil Nadu - 600085. Ph: 044-9598779"
1852,"Schneider-Smith Clinic","No.786, 41, Periyar 2nd Street, Hospital Road, Pappireddipatti, Dharmapuri, Tamil Nadu - 636796. Ph: 04342-6735348"
1853,"Chan LLC Clinic","No.888/B, 39, Bharathiar Cross Street, Big Bazaar Street, Pollachi, Coimbatore, Tamil Nadu - 641067. Ph: 0422-5871846"
1854,"Mcconnell-Klein Clinic","No.206/B, 38, Mariamman Kamaraj Road, VIT Road, Arcot, Vellore, Tamil Nadu - 632005. Ph: 0416-5023309"
1855,"Weber-Thomas Clinic","No.894, 13, Indira East Street, Trichy Road, Aranthangi, Pudukottai, Tamil Nadu - 622481. Ph: 04322-3270219"
1856,"Bates-Bailey Clinic","No.855/A, 25, Anna Raja Street, Nanjikottai Road, Papanasam, Thanjavur, Tamil Nadu - 613010. Ph: 04362-5100339"
1857,"Vincent-Lam Clinic","No.625, 11, Gandhi Raja Street, Anna Salai, Anna Nagar, Chennai, Tamil Nadu - 600086. Ph: 044-8830473"
1858,"Snyder and Sons Clinic","No.710, 38, Periyar Hospital Road, Anna Salai, Porur, Chennai, Tamil Nadu - 600092. Ph: 044-4260114"
1859,"West-Davis Clinic","No.382, 44, Indira West Street, Avinashi Road, Kinathukadavu, Coimbatore, Tamil Nadu - 641068. Ph: 0422-4380960"
1860,"Taylor-Peterson Clinic","No.42, 15, Gandhi 1st Street, Trichy Road, Singanallur, Coimbatore, Tamil Nadu - 641083. Ph: 0422-2424957"
1861,"Lucero Ltd Clinic","No.304, 5, Gandhi Main Road, Trichy Road, Gandarvakottai, Pudukottai, Tamil Nadu - 622487. Ph: 04322-8531075"
1862,"Choi, Coleman and Knight Clinic","No.73, 5, Vivekananda Periyar Street, Beach Road, Kayalpattinam, Thoothukudi, Tamil Nadu - 628014. Ph: 0461-8641356"
1863,"Olson and Sons Clinic","No.585/1, 3, Shiva North Street, Gandhi Road, Uthamapalayam, Theni, Tamil Nadu - 625549. Ph: 04546-8535923"
1864,"Phillips, Moore and Gibbs Clinic","No.377, 33, Rajiv Gandhi Road, Palayamkottai Road, Ottapidaram, Thoothukudi, Tamil Nadu - 628754. Ph: 0461-4677206"
1865,"Johnson PLC Clinic","No.980/A, 3, Murugan East Street, Hospital Street, Nagapattinam, Nagapattinam, Tamil Nadu - 611001. Ph: 04365-8849868"
1866,"Hicks, Harris and Jimenez Clinic","No.360/1, 15, Gandhi North Street, Kilnathur Road, Arni, Tiruvannamalai, Tamil Nadu - 606638. Ph: 04175-3958895"
1867,"Daniel-Mccormick Clinic","No.100/A, 17, Vivekananda Main Road, Race Course Road, Saibaba Colony, Coimbatore, Tamil Nadu - 641021. Ph: 0422-5676629"
1868,"Lopez-Johnson Clinic","No.479/B, 45, Ambedkar Market Street, 1st Main Road, Porur, Chennai, Tamil Nadu - 600101. Ph: 044-6969953"
1869,"Garrett, Henderson and Moon Clinic","No.769/A, 38, Mariamman South Street, Madurai Road, Srivilliputhur, Virudhunagar, Tamil Nadu - 626146. Ph: 04562-6649805"
1870,"Johnson, Gaines and Bush Clinic","No.462, 14, Murugan Market Street, Palpannai, Musiri, Tiruchirappalli, Tamil Nadu - 620003. Ph: 0431-9823276"
1871,"Henry, Norman and Lane Clinic","No.250/B, 35, Vivekananda New Street, Gandhi Road, Theni, Theni, Tamil Nadu - 625568. Ph: 04546-9977378"
1872,"Barnes, Perez and Carr Clinic","No.585/1, 1, Mariamman East Street, Oppanakara Street, RS Puram, Coimbatore, Tamil Nadu - 641092. Ph: 0422-6750521"
1873,"Pineda, Armstrong and Jimenez Clinic","No.913/A, 33, Subash Anna Street, Gandhi Nagar, Tambaram, Chennai, Tamil Nadu - 600108. Ph: 044-4561620"
1874,"Welch, Singh and Evans Clinic","No.785/B, 13, Nehru Ambedkar Road, Mount Road, Anna Nagar, Chennai, Tamil Nadu - 600086. Ph: 044-7943666"
1875,"Johnson Ltd Clinic","No.472, 39, Rajaji Cross Street, Vellore Road, Cheyyar, Tiruvannamalai, Tamil Nadu - 606253. Ph: 04175-3059204"
1876,"Winters Group Clinic","No.690/A, 10, Perumal South Street, Tirunelveli Road, Tenkasi, Tenkasi, Tamil Nadu - 627842. Ph: 04633-3457911"
1877,"Holt, Harris and Mccarty Clinic","No.881/1, 12, Subash Market Street, Junction Main Road, Namakkal, Salem, Tamil Nadu - 636006. Ph: 0427-2530098"
1878,"Cook Group Clinic","No.520/2, 15, Murugan North Street, Shevapet, Rasipuram, Salem, Tamil Nadu - 636002. Ph: 0427-7862627"
1879,"Adams PLC Clinic","No.530, 16, MGR Bazaar Street, Old Trunk Road, Avinashi, Tiruppur, Tamil Nadu - 641601. Ph: 0421-2036604"
1880,"Osborne and Sons Clinic","No.66, 38, Vinayagar East Street, Station Road, Tirukoilur, Kallakurichi, Tamil Nadu - 606211. Ph: 04151-9500566"
1881,"Stewart, Simmons and Rivera Clinic","No.426, 15, Rajaji West Street, Bypass Road, Tenkasi, Tenkasi, Tamil Nadu - 627847. Ph: 04633-8257007"
1882,"Dominguez and Sons Clinic","No.905/2, 50, Perumal Kovil Street, Pillayar Koil Street, Madurantakam, Kancheepuram, Tamil Nadu - 631560. Ph: 044-5544476"
1883,"Travis Inc Clinic","No.603/2, 41, Rajiv 1st Street, Rajiv Gandhi Salai, Anna Nagar, Chennai, Tamil Nadu - 600066. Ph: 044-7891620"
1884,"Sanders Inc Clinic","No.283/2, 30, Subash Gandhi Road, Sathyamangalam Road, Sulur, Coimbatore, Tamil Nadu - 641033. Ph: 0422-5708545"
1885,"Davis, Jones and Peters Clinic","No.189, 5, Periyar 2nd Street, Five Roads, Omalur, Salem, Tamil Nadu - 636007. Ph: 0427-3337520"
1886,"Sweeney, Khan and Stuart Clinic","No.29, 2, Nehru Main Road, Poonamallee High Road, Royapettah, Chennai, Tamil Nadu - 600062. Ph: 044-9121593"
1887,"Mccarthy Group Clinic","No.562, 26, Kamaraj Market Street, Mettu Street, Srirangam, Tiruchirappalli, Tamil Nadu - 620006. Ph: 0431-8473403"
1888,"Sanchez, Medina and Jackson Clinic","No.59/2, 44, Mariamman Nehru Street, Market Street, Vaniyambadi, Tirupathur, Tamil Nadu - 635604. Ph: 04179-9723268"
1889,"Brown-Campos Clinic","No.473/A, 41, Subash Cross Street, Perumal Koil Street, Omalur, Salem, Tamil Nadu - 636016. Ph: 0427-7453075"
1890,"Powell Group Clinic","No.506/2, 8, Ambedkar Raja Street, Junction Main Road, Namakkal, Salem, Tamil Nadu - 636012. Ph: 0427-2731494"
1891,"Hogan, Cole and Jones Clinic","No.647/2, 36, Rajaji 2nd Street, Chinthamani Road, Srirangam, Tiruchirappalli, Tamil Nadu - 620022. Ph: 0431-7920893"
1892,"Brock, Mckee and Melton Clinic","No.467/A, 35, Perumal Kovil Street, Anna Salai, Manamadurai, Sivaganga, Tamil Nadu - 630049. Ph: 04575-2205129"
1893,"Bates Inc Clinic","No.497/2, 49, Rajaji West Street, Nehru Street, Adyar, Chennai, Tamil Nadu - 600063. Ph: 044-8244156"
1894,"Cervantes LLC Clinic","No.491/1, 28, Perumal 3rd Street, Cumbum Road, Andipatti, Theni, Tamil Nadu - 625513. Ph: 04546-9331224"
1895,"Hampton, Vaughn and Stevenson Clinic","No.243/B, 38, Mariamman Gandhi Road, Krishnagiri Road, Jolarpettai, Tirupathur, Tamil Nadu - 635709. Ph: 04179-5922380"
1896,"Wolf, Flores and Ross Clinic","No.342, 33, Bharathiar Old Street, Mattuthavani Road, Thirumangalam, Madurai, Tamil Nadu - 625022. Ph: 0452-6798927"
1897,"Watkins, Martin and Campos Clinic","No.321/B, 27, Rajiv Hospital Road, Market Street, Sirkazhi, Mayiladuthurai, Tamil Nadu - 609531. Ph: 04364-5360115"
1898,"Villarreal Group Clinic","No.389, 27, Indira New Street, VIT Road, Vaniyambadi, Vellore, Tamil Nadu - 632013. Ph: 0416-5954032"
1899,"Callahan-Hartman Clinic","No.93/A, 29, Vinayagar 3rd Street, Madurai Road, Aruppukkottai, Virudhunagar, Tamil Nadu - 626078. Ph: 04562-3999202"
1900,"Simmons-Johnson Clinic","No.970/B, 20, Subash Big Street, Station Road, Gingee, Villupuram, Tamil Nadu - 605219. Ph: 04146-3170591"
1901,"Ortega Group Clinic","No.982, 11, Indira Cross Street, Gandhi Nagar, Mylapore, Chennai, Tamil Nadu - 600065. Ph: 044-8413721"
1902,"Johnson, Perez and Green Clinic","No.714/A, 21, Vivekananda East Street, Bypass Road, Sivagiri, Tenkasi, Tamil Nadu - 627827. Ph: 04633-2872095"
1903,"Brady Inc Clinic","No.989/1, 23, Periyar School Road, Kamaraj Road, Tiruppur, Tiruppur, Tamil Nadu - 641640. Ph: 0421-3376030"
1904,"Savage-Decker Clinic","No.505/B, 18, Bharathiar Big Street, Saradha College Road, Rasipuram, Salem, Tamil Nadu - 636003. Ph: 0427-8597453"
1905,"Charles, Johnston and Jones Clinic","No.324/2, 2, Kamaraj Kamaraj Road, Rajiv Gandhi Salai, Porur, Chennai, Tamil Nadu - 600104. Ph: 044-9949006"
1906,"Harper Ltd Clinic","No.421, 41, Gandhi School Road, Nehru Street, Sulur, Coimbatore, Tamil Nadu - 641008. Ph: 0422-9393198"
1907,"Lee, Martinez and Jenkins Clinic","No.18, 1, APJ Kalam Anna Street, Ammapet, Fairlands, Salem, Tamil Nadu - 636013. Ph: 0427-9515877"
1908,"Pruitt, Carrillo and Phelps Clinic","No.175, 36, Anna Tank Street, Market Street, Poompuhar, Mayiladuthurai, Tamil Nadu - 609437. Ph: 04364-3026657"
1909,"Callahan PLC Clinic","No.772, 5, Kamaraj Bazaar Street, Cherry Road, Mettur, Salem, Tamil Nadu - 636007. Ph: 0427-6768389"
1910,"Rodriguez, Rios and Taylor Clinic","No.740/B, 32, Vinayagar East Street, Old Mahabalipuram Road, Chennai, Chennai, Tamil Nadu - 600073. Ph: 044-5959968"
1911,"Valentine LLC Clinic","No.959/A, 9, Nehru Main Road, Mount Road, Nungambakkam, Chennai, Tamil Nadu - 600031. Ph: 044-7877152"
1912,"Patel Ltd Clinic","No.117/B, 23, Mariamman School Road, Periyar Bus Stand Road, Usilampatti, Madurai, Tamil Nadu - 625005. Ph: 0452-2116495"
1913,"Baker, Lane and Watkins Clinic","No.618/B, 22, Kamaraj Ambedkar Road, Kagithapuram, Vaniyambadi, Vellore, Tamil Nadu - 632003. Ph: 0416-2933315"
1914,"Ramirez Ltd Clinic","No.963/2, 15, Rajiv 2nd Street, Kumbakonam Road, Papanasam, Tiruvarur, Tamil Nadu - 610132. Ph: 04366-9084235"
1915,"Williams-Evans Clinic","No.185/B, 3, Subash 2nd Street, Ayyasamy Road, Thanjavur, Thanjavur, Tamil Nadu - 613005. Ph: 04362-6320723"
1916,"Gregory Ltd Clinic","No.885/2, 22, Bharathiar South Street, Market Street, Sholinghur, Ranipet, Tamil Nadu - 632493. Ph: 04172-3643141"
1917,"Williamson Inc Clinic","No.306, 28, Mariamman West Street, Sainathapuram, Katpadi, Vellore, Tamil Nadu - 632006. Ph: 0416-8568882"
1918,"Dougherty and Sons Clinic","No.492, 9, Kamaraj Anna Street, Beach Road, Bhuvanagiri, Cuddalore, Tamil Nadu - 607259. Ph: 04142-6856448"
1919,"Jackson-Burke Clinic","No.362/B, 12, Indira Bazaar Street, Mattuthavani Road, Arapalayam, Madurai, Tamil Nadu - 625014. Ph: 0452-4479859"
1920,"Strong, Atkinson and Ross Clinic","No.723, 50, Rajaji South Street, Rajiv Gandhi Salai, Perambur, Chennai, Tamil Nadu - 600066. Ph: 044-6884862"
1921,"Huffman, Proctor and Parker Clinic","No.626/A, 10, Vinayagar 1st Street, Sathyamangalam Road, Peelamedu, Coimbatore, Tamil Nadu - 641084. Ph: 0422-3252733"
1922,"Rivera Ltd Clinic","No.211, 22, Mariamman Nehru Street, Beach Road, Vedaranyam, Nagapattinam, Tamil Nadu - 611078. Ph: 04365-5700744"
1923,"Whitaker and Sons Clinic","No.537/B, 20, Anna Ambedkar Road, Erode Road, Tiruchengode, Namakkal, Tamil Nadu - 637357. Ph: 04286-9825152"
1924,"Cummings Ltd Clinic","No.827/B, 38, Ambedkar Hospital Road, Periyar Bus Stand Road, Madurai, Madurai, Tamil Nadu - 625006. Ph: 0452-8037591"
1925,"Huffman-Roberts Clinic","No.279/B, 7, Subash Market Street, Ammapet, Salem, Salem, Tamil Nadu - 636001. Ph: 0427-3984263"
1926,"Hall, Duncan and Parker Clinic","No.101, 40, Vivekananda Ambedkar Road, Trichy Road, Karambakudi, Pudukottai, Tamil Nadu - 622406. Ph: 04322-2618044"
1927,"Holloway Ltd Clinic","No.725/1, 16, Vivekananda Nehru Street, Kumaran Road, Palladam, Tiruppur, Tamil Nadu - 641617. Ph: 0421-7530782"
1928,"Mcfarland-Garner Clinic","No.198/1, 3, Rajaji 1st Street, Bypass Road, Arcot, Ranipet, Tamil Nadu - 632498. Ph: 04172-8728118"
1929,"Brown, Johnson and Barton Clinic","No.268/B, 25, MGR North Street, Mattuthavani Road, Paravai, Madurai, Tamil Nadu - 625019. Ph: 0452-9831065"
1930,"Clayton, Navarro and Davis Clinic","No.571/2, 17, Vinayagar School Road, Sankari Road, Tiruchengode, Namakkal, Tamil Nadu - 637021. Ph: 04286-8484498"
1931,"Johnson LLC Clinic","No.572, 24, Ambedkar Kovil Street, GST Road, Chengalpet, Chengalpet, Tamil Nadu - 603074. Ph: 044-8524961"
1932,"Wright PLC Clinic","No.303, 35, Patel Raja Street, Maruthamalai Road, Peelamedu, Coimbatore, Tamil Nadu - 641087. Ph: 0422-7123832"
1933,"Murphy Ltd Clinic","No.811/B, 43, Mariamman Cross Street, Saradha College Road, Fairlands, Salem, Tamil Nadu - 636005. Ph: 0427-6722286"
1934,"Berry and Sons Clinic","No.134, 22, Mariamman 1st Street, OMR Road, Thirukalukundram, Chengalpet, Tamil Nadu - 603200. Ph: 044-8795022"
1935,"Nelson PLC Clinic","No.805, 19, Vivekananda New Street, Vellore Road, Jolarpettai, Tirupathur, Tamil Nadu - 635743. Ph: 04179-4877903"
1936,"Pennington, Lester and Wagner Clinic","No.529, 18, Murugan Anna Street, Market Street, Andimadam, Ariyalur, Tamil Nadu - 621725. Ph: 04329-2722527"
1937,"Gentry LLC Clinic","No.429/2, 36, Kamaraj 3rd Street, Tirunelveli Road, Sivagiri, Tenkasi, Tamil Nadu - 627821. Ph: 04633-7625441"
1938,"Gilmore, Navarro and Hill Clinic","No.591/1, 4, Bharathiar Raja Street, Alagar Kovil Road, Vadipatti, Madurai, Tamil Nadu - 625015. Ph: 0452-2287033"
1939,"Day Ltd Clinic","No.374/1, 5, Indira Anna Street, Hospital Road, Tirupathur, Tirupathur, Tamil Nadu - 635644. Ph: 04179-3537184"
1940,"Johnson-Aguilar Clinic","No.524, 2, Kamaraj Ambedkar Road, Mattuthavani Road, KK Nagar, Madurai, Tamil Nadu - 625007. Ph: 0452-8976984"
1941,"Ward and Sons Clinic","No.766/1, 5, Periyar Main Road, Brough Road, Gobichettipalayam, Erode, Tamil Nadu - 638002. Ph: 0424-4577400"
1942,"Romero-Clark Clinic","No.878, 46, Patel South Street, Ayyasamy Road, Thanjavur, Thanjavur, Tamil Nadu - 613009. Ph: 04362-9921316"
1943,"Morales LLC Clinic","No.936/1, 22, Murugan School Road, Mill Street, Kangeyam, Tiruppur, Tamil Nadu - 641672. Ph: 0421-8316260"
1944,"Vaughn, Vaughn and Brown Clinic","No.513/A, 27, Rajaji Periyar Street, Promenade Road, Manachanallur, Tiruchirappalli, Tamil Nadu - 620021. Ph: 0431-8828939"
1945,"Stephens-Harris Clinic","No.615/2, 40, Nehru Tank Street, Maruthamalai Road, Sulur, Coimbatore, Tamil Nadu - 641044. Ph: 0422-7451707"
1946,"Logan-Garcia Clinic","No.366, 33, Ambedkar Main Road, Hospital Road, Kotagiri, Nilgiris, Tamil Nadu - 643013. Ph: 0423-6078787"
1947,"Mitchell, Lee and Townsend Clinic","No.793, 25, Vinayagar Cross Street, Salai Road, Tambaram, Kancheepuram, Tamil Nadu - 631505. Ph: 044-8021412"
1948,"Yang, Jones and Robinson Clinic","No.450/A, 16, Patel Cross Street, Netaji Street, Virudhachalam, Cuddalore, Tamil Nadu - 607041. Ph: 04142-7184525"
1949,"Pena-George Clinic","No.877/B, 26, Mariamman 2nd Street, VOC Road, Perundurai, Erode, Tamil Nadu - 638010. Ph: 0424-7515707"
1950,"Wilson-Simpson Clinic","No.172/A, 31, Perumal Old Street, Kamaraj Road, Avinashi, Tiruppur, Tamil Nadu - 641683. Ph: 0421-8583408"
1951,"Lara-Woodard Clinic","No.285, 29, Nehru West Street, Mill Street, Kangeyam, Tiruppur, Tamil Nadu - 641674. Ph: 0421-8707090"
1952,"Hays-Smith Clinic","No.819/1, 4, Indira Market Street, Bye Pass Road, Palayamkottai, Tirunelveli, Tamil Nadu - 627011. Ph: 0462-4661230"
1953,"Reynolds LLC Clinic","No.502, 26, Indira Ambedkar Road, Officers Line, Vellore, Vellore, Tamil Nadu - 632007. Ph: 0416-3159249"
1954,"Cox Group Clinic","No.611, 38, Rajaji Main Road, Kamaraj Road, Palladam, Tiruppur, Tamil Nadu - 641652. Ph: 0421-9328228"
1955,"Herman Group Clinic","No.676, 11, Nehru West Street, Medical College Road, Budalur, Thanjavur, Tamil Nadu - 613005. Ph: 04362-9181484"
1956,"Good, Morgan and Martinez Clinic","No.193/1, 14, MGR Ambedkar Road, South Veli Street, Vadipatti, Madurai, Tamil Nadu - 625017. Ph: 0452-7993369"
1957,"Harvey and Sons Clinic","No.737/B, 17, APJ Kalam Kamaraj Road, Kangeyam Road, Avinashi, Tiruppur, Tamil Nadu - 641685. Ph: 0421-8174771"
1958,"Valentine-Fisher Clinic","No.586/A, 1, Shiva Hospital Road, Madurai Road, Thirumayam, Pudukottai, Tamil Nadu - 622123. Ph: 04322-6033123"
1959,"Willis Inc Clinic","No.870/2, 23, Subash Gandhi Road, Gandhiji Road, Kangeyam, Erode, Tamil Nadu - 638009. Ph: 0424-9848760"
1960,"Cantrell Inc Clinic","No.667/B, 31, Periyar Old Street, Promenade Road, Manachanallur, Tiruchirappalli, Tamil Nadu - 620008. Ph: 0431-9722027"
1961,"Wheeler-Walsh Clinic","No.419/A, 20, Rajiv South Street, Promenade Road, Perambalur, Tiruchirappalli, Tamil Nadu - 620024. Ph: 0431-7453515"
1962,"Hill and Sons Clinic","No.188/A, 4, Gandhi Raja Street, High Ground Road, Ambasamudram, Tirunelveli, Tamil Nadu - 627003. Ph: 0462-3666861"
1963,"Hampton-Ryan Clinic","No.377/2, 8, Rajaji Ambedkar Road, Market Street, Ulundurpet, Kallakurichi, Tamil Nadu - 606212. Ph: 04151-2936411"
1964,"Lane Inc Clinic","No.262/2, 45, Subash Bazaar Street, Periyar Bus Stand Road, Usilampatti, Madurai, Tamil Nadu - 625009. Ph: 0452-3056343"
1965,"Erickson Inc Clinic","No.685/B, 13, Periyar West Street, Alagar Kovil Road, Usilampatti, Madurai, Tamil Nadu - 625017. Ph: 0452-6766684"
1966,"Day-Harris Clinic","No.397/A, 13, Murugan School Road, VOC Road, Kangeyam, Erode, Tamil Nadu - 638003. Ph: 0424-7996987"
1967,"Woods, Hawkins and Johnson Clinic","No.887/1, 24, Periyar Cross Street, NGO Colony, Tenkasi, Tirunelveli, Tamil Nadu - 627005. Ph: 0462-9296512"
1968,"Rivera PLC Clinic","No.235/2, 31, Perumal Main Road, Gandhi Nagar, Sendurai, Ariyalur, Tamil Nadu - 621721. Ph: 04329-5789069"
1969,"Bennett Ltd Clinic","No.682/1, 1, Periyar East Street, 1st Main Road, Anna Nagar, Chennai, Tamil Nadu - 600080. Ph: 044-4930809"
1970,"Gonzalez, Dean and Li Clinic","No.937/1, 8, Murugan Ambedkar Road, Gandhi Street, Tindivanam, Villupuram, Tamil Nadu - 605549. Ph: 04146-4980338"
1971,"Choi-Ramirez Clinic","No.54/B, 18, Indira South Street, Periyar Bus Stand Road, Madurai, Madurai, Tamil Nadu - 625019. Ph: 0452-3669575"
1972,"Sullivan-Kelley Clinic","No.278, 38, APJ Kalam Big Street, Gandhi Nagar, Avadi, Chennai, Tamil Nadu - 600105. Ph: 044-3973635"
1973,"King Inc Clinic","No.705/A, 18, Shiva 2nd Street, Mount Road, Avadi, Chennai, Tamil Nadu - 600030. Ph: 044-6794593"
1974,"Mercado PLC Clinic","No.56/2, 40, Bharathiar Ambedkar Road, Brough Road, Gobichettipalayam, Erode, Tamil Nadu - 638011. Ph: 0424-8240641"
1975,"Alvarez PLC Clinic","No.117, 33, Rajiv Bazaar Street, Maruthamalai Road, Peelamedu, Coimbatore, Tamil Nadu - 641081. Ph: 0422-5107727"
1976,"Vang-Dunn Clinic","No.492/2, 13, Bharathiar Nehru Street, Ayyasamy Road, Pattukottai, Thanjavur, Tamil Nadu - 613008. Ph: 04362-8774885"
1977,"Gillespie Group Clinic","No.454/A, 15, Rajiv Anna Street, 1st Main Road, Avadi, Chennai, Tamil Nadu - 600032. Ph: 044-5252992"
1978,"Martin, Clark and Dean Clinic","No.607, 27, Vinayagar 3rd Street, Nanjikottai Road, Orathanadu, Thanjavur, Tamil Nadu - 613003. Ph: 04362-2414012"
1979,"Lowe LLC Clinic","No.306, 28, Shiva Kamaraj Road, Kagithapuram, Vaniyambadi, Vellore, Tamil Nadu - 632007. Ph: 0416-7583546"
1980,"Reed-Martin Clinic","No.927/A, 8, Murugan 3rd Street, Kalavasal, Paravai, Madurai, Tamil Nadu - 625009. Ph: 0452-4998004"
1981,"Irwin-Warner Clinic","No.424/1, 6, Ambedkar Kamaraj Road, Mill Street, Uthukuli, Tiruppur, Tamil Nadu - 641630. Ph: 0421-9725975"
1982,"Reynolds and Sons Clinic","No.467/A, 16, Nehru Big Street, Junction Road, Ambasamudram, Tirunelveli, Tamil Nadu - 627013. Ph: 0462-2265236"
1983,"Jackson-Smith Clinic","No.366, 15, Indira Hospital Road, Rajiv Gandhi Salai, Nungambakkam, Chennai, Tamil Nadu - 600102. Ph: 044-8670094"
1984,"Garcia and Sons Clinic","No.544, 42, Anna Bazaar Street, Muniaandi Street, Ramanathapuram, Ramanathapuram, Tamil Nadu - 623560. Ph: 04567-5317381"
1985,"Franklin Ltd Clinic","No.654/B, 2, Anna 3rd Street, GST Road, Cheyyur, Chengalpet, Tamil Nadu - 603201. Ph: 044-6200030"
